order_id,customer_id,order_date,category,product_price,quantity,discount_pct,region,payment_method,returned,rating,revenue,profit,month,month_name,quarter
ORD01406,3791,2023-04-13 07:18:25.421084,Home & Kitchen,2600.36,1,5,East,COD,0,5,2470.34,984.8,4,Apr,2
ORD01407,2250,2023-04-13 09:03:16.599319,Home & Kitchen,1711.98,3,15,West,Net Banking,0,4,4365.55,1495.41,4,Apr,2
ORD01408,2333,2023-04-13 10:48:07.777555,Sports,2340.79,2,15,South,UPI,0,3,3979.34,946.69,4,Apr,2
ORD01409,1097,2023-04-13 12:32:58.955791,Electronics,2532.77,1,10,North,Debit Card,0,3,2279.49,691.78,4,Apr,2
ORD01410,1054,2023-04-13 14:17:50.134026,Home & Kitchen,132.8,5,0,North,Net Banking,0,4,664.0,155.53,4,Apr,2
ORD01411,3670,2023-04-13 16:02:41.312262,Books,1463.16,2,10,North,UPI,0,4,2633.69,1033.77,4,Apr,2
ORD01412,3711,2023-04-13 17:47:32.490498,Sports,100.0,1,5,North,COD,1,4,95.0,35.63,4,Apr,2
ORD01413,1757,2023-04-13 19:32:23.668733,Books,100.0,4,10,West,Net Banking,0,3,360.0,105.09,4,Apr,2
ORD01414,1405,2023-04-13 21:17:14.846969,Home & Kitchen,3514.8,3,25,South,Debit Card,0,5,7908.3,2730.88,4,Apr,2
ORD01415,3116,2023-04-13 23:02:06.025205,Books,1124.78,5,10,West,UPI,0,2,5061.51,1910.32,4,Apr,2
ORD01416,2312,2023-04-14 00:46:57.203440,Books,1997.15,2,0,South,COD,0,4,3994.3,842.4,4,Apr,2
ORD01417,2785,2023-04-14 02:31:48.381676,Sports,2734.88,4,10,North,COD,0,4,9845.57,2903.17,4,Apr,2
ORD01418,1750,2023-04-14 04:16:39.559911,Home & Kitchen,4481.25,3,20,South,Net Banking,0,3,10755.0,2908.46,4,Apr,2
ORD01419,2762,2023-04-14 06:01:30.738147,Home & Kitchen,3052.88,3,20,North,UPI,1,5,7326.91,2512.38,4,Apr,2
ORD01420,1364,2023-04-14 07:46:21.916383,Books,990.47,4,10,West,COD,0,4,3565.69,872.78,4,Apr,2
ORD01421,3026,2023-04-14 09:31:13.094618,Books,614.14,2,0,South,Net Banking,0,4,1228.28,401.95,4,Apr,2
ORD01422,1481,2023-04-14 11:16:04.272854,Home & Kitchen,251.73,3,10,East,Credit Card,0,4,679.67,170.43,4,Apr,2
ORD01423,3248,2023-04-14 13:00:55.451090,Sports,767.04,5,10,South,COD,0,5,3451.68,613.6,4,Apr,2
ORD01424,1153,2023-04-14 14:45:46.629325,Home & Kitchen,684.73,1,30,North,Net Banking,0,4,479.31,84.73,4,Apr,2
ORD01425,2524,2023-04-14 16:30:37.807561,Beauty,1230.02,5,15,East,Credit Card,1,4,5227.58,939.73,4,Apr,2
ORD01426,3120,2023-04-14 18:15:28.985797,Sports,1642.72,3,15,North,Net Banking,0,3,4188.94,662.4,4,Apr,2
ORD01427,3760,2023-04-14 20:00:20.164032,Home & Kitchen,5747.43,1,10,East,COD,0,2,5172.69,1465.13,4,Apr,2
ORD01428,3343,2023-04-14 21:45:11.342268,Home & Kitchen,1955.06,4,5,East,Credit Card,0,3,7429.23,2362.31,4,Apr,2
ORD01429,2040,2023-04-14 23:30:02.520504,Beauty,1548.18,1,20,South,Net Banking,0,5,1238.54,225.02,4,Apr,2
ORD01430,2664,2023-04-15 01:14:53.698739,Home & Kitchen,612.16,1,10,South,UPI,0,4,550.94,166.92,4,Apr,2
ORD01431,2240,2023-04-15 02:59:44.876975,Sports,100.0,1,30,East,Credit Card,0,5,70.0,20.96,4,Apr,2
ORD01432,1060,2023-04-15 04:44:36.055211,Home & Kitchen,509.78,3,10,East,Net Banking,0,3,1376.41,257.08,4,Apr,2
ORD01433,1938,2023-04-15 06:29:27.233446,Home & Kitchen,2194.43,2,0,East,UPI,1,4,4388.86,1101.69,4,Apr,2
ORD01434,2639,2023-04-15 08:14:18.411682,Electronics,344.63,3,15,North,Credit Card,1,5,878.81,297.73,4,Apr,2
ORD01435,3089,2023-04-15 09:59:09.589917,Clothing,1868.17,2,0,South,Net Banking,0,2,3736.34,576.1,4,Apr,2
ORD01436,1024,2023-04-15 11:44:00.768153,Beauty,1300.46,4,0,North,COD,0,4,5201.84,971.38,4,Apr,2
ORD01437,2062,2023-04-15 13:28:51.946389,Home & Kitchen,282.85,4,5,South,Credit Card,0,5,1074.83,428.81,4,Apr,2
ORD01438,1130,2023-04-15 15:13:43.124624,Home & Kitchen,454.95,4,15,West,Credit Card,0,5,1546.83,515.69,4,Apr,2
ORD01439,2252,2023-04-15 16:58:34.302860,Beauty,1028.67,4,10,North,UPI,0,5,3703.21,985.17,4,Apr,2
ORD01440,1107,2023-04-15 18:43:25.481096,Home & Kitchen,812.89,4,0,South,Net Banking,0,5,3251.56,999.69,4,Apr,2
ORD01441,1171,2023-04-15 20:28:16.659331,Books,2261.43,5,15,East,COD,0,4,9611.08,3474.94,4,Apr,2
ORD01442,2458,2023-04-15 22:13:07.837567,Sports,1988.67,3,10,East,UPI,0,3,5369.41,1936.08,4,Apr,2
ORD01443,1101,2023-04-15 23:57:59.015803,Home & Kitchen,1282.0,2,25,South,Credit Card,0,5,1923.0,444.55,4,Apr,2
ORD01444,3913,2023-04-16 01:42:50.194038,Electronics,2591.27,4,10,East,UPI,1,5,9328.57,2545.05,4,Apr,2
ORD01445,3571,2023-04-16 03:27:41.372274,Books,1240.6,5,15,East,UPI,0,4,5272.55,1631.93,4,Apr,2
ORD01446,3322,2023-04-16 05:12:32.550510,Books,5002.66,5,0,West,UPI,0,3,25013.3,4201.59,4,Apr,2
ORD01447,2636,2023-04-16 06:57:23.728745,Clothing,367.36,5,20,West,Credit Card,0,4,1469.44,567.86,4,Apr,2
ORD01448,3864,2023-04-16 08:42:14.906981,Books,1878.34,3,15,West,Debit Card,0,4,4789.77,1236.65,4,Apr,2
ORD01449,2040,2023-04-16 10:27:06.085217,Clothing,692.92,4,25,North,UPI,0,3,2078.76,504.55,4,Apr,2
ORD01450,1329,2023-04-16 12:11:57.263452,Electronics,490.6,5,0,West,Debit Card,0,5,2453.0,924.23,4,Apr,2
ORD01451,2520,2023-04-16 13:56:48.441688,Clothing,298.39,5,10,West,COD,0,4,1342.76,241.12,4,Apr,2
ORD01452,1011,2023-04-16 15:41:39.619923,Electronics,1206.13,4,15,West,COD,1,4,4100.84,655.38,4,Apr,2
ORD01453,2341,2023-04-16 17:26:30.798159,Home & Kitchen,364.0,3,0,South,COD,0,4,1092.0,350.81,4,Apr,2
ORD01454,1215,2023-04-16 19:11:21.976395,Sports,335.37,5,10,East,Net Banking,0,3,1509.16,371.63,4,Apr,2
ORD01455,1338,2023-04-16 20:56:13.154630,Home & Kitchen,6989.74,2,25,South,Credit Card,0,4,10484.61,3576.5,4,Apr,2
ORD01456,2799,2023-04-16 22:41:04.332866,Clothing,2427.32,1,10,West,Debit Card,0,4,2184.59,365.12,4,Apr,2
ORD01457,3708,2023-04-17 00:25:55.511102,Electronics,2069.14,1,30,North,Net Banking,1,4,1448.4,356.22,4,Apr,2
ORD01458,2750,2023-04-17 02:10:46.689337,Electronics,2370.26,1,0,South,Debit Card,0,3,2370.26,494.98,4,Apr,2
ORD01459,2508,2023-04-17 03:55:37.867573,Books,5206.92,3,15,West,Credit Card,0,4,13277.65,4446.71,4,Apr,2
ORD01460,3421,2023-04-17 05:40:29.045809,Electronics,1277.43,5,10,North,UPI,0,4,5748.44,1188.73,4,Apr,2
ORD01461,1709,2023-04-17 07:25:20.224044,Books,373.16,1,10,North,Net Banking,0,5,335.84,88.83,4,Apr,2
ORD01462,2223,2023-04-17 09:10:11.402280,Electronics,2973.03,1,30,North,Credit Card,0,5,2081.12,738.21,4,Apr,2
ORD01463,3513,2023-04-17 10:55:02.580516,Sports,2036.45,4,0,East,Net Banking,0,5,8145.8,3086.02,4,Apr,2
ORD01464,2112,2023-04-17 12:39:53.758751,Clothing,802.44,5,25,North,COD,0,4,3009.15,994.98,4,Apr,2
ORD01465,2291,2023-04-17 14:24:44.936987,Electronics,962.45,5,15,West,Net Banking,0,4,4090.41,1052.49,4,Apr,2
ORD01466,1488,2023-04-17 16:09:36.115223,Sports,794.64,4,0,South,UPI,0,3,3178.56,931.31,4,Apr,2
ORD01467,2561,2023-04-17 17:54:27.293458,Clothing,3987.65,5,25,South,UPI,0,5,14953.69,4821.41,4,Apr,2
ORD01468,1046,2023-04-17 19:39:18.471694,Electronics,631.32,2,10,West,Debit Card,1,4,1136.38,419.02,4,Apr,2
ORD01469,1777,2023-04-17 21:24:09.649929,Home & Kitchen,4965.02,3,20,East,Net Banking,0,5,11916.05,4434.48,4,Apr,2
ORD01470,2039,2023-04-17 23:09:00.828165,Home & Kitchen,3616.45,4,5,East,COD,0,4,13742.51,5259.84,4,Apr,2
ORD01471,1710,2023-04-18 00:53:52.006401,Home & Kitchen,1493.49,1,25,North,UPI,0,2,1120.12,395.04,4,Apr,2
ORD01472,1400,2023-04-18 02:38:43.184636,Electronics,1300.61,5,15,West,Debit Card,0,3,5527.59,1032.0,4,Apr,2
ORD01473,2817,2023-04-18 04:23:34.362872,Clothing,693.27,2,0,North,COD,0,5,1386.54,467.14,4,Apr,2
ORD01474,1249,2023-04-18 06:08:25.541108,Clothing,100.0,2,15,North,COD,0,3,170.0,60.12,4,Apr,2
ORD01475,1390,2023-04-18 07:53:16.719343,Electronics,204.8,3,0,West,COD,1,3,614.4,227.0,4,Apr,2
ORD01476,1334,2023-04-18 09:38:07.897579,Sports,2105.05,2,10,East,Credit Card,0,5,3789.09,1444.42,4,Apr,2
ORD01477,1628,2023-04-18 11:22:59.075815,Home & Kitchen,956.68,5,0,East,UPI,0,4,4783.4,1326.39,4,Apr,2
ORD01478,1136,2023-04-18 13:07:50.254050,Clothing,243.49,5,0,South,Credit Card,0,2,1217.45,382.0,4,Apr,2
ORD01479,3930,2023-04-18 14:52:41.432286,Home & Kitchen,459.71,2,0,West,Credit Card,0,3,919.42,140.11,4,Apr,2
ORD01480,3735,2023-04-18 16:37:32.610522,Electronics,4430.07,5,10,North,UPI,0,3,19935.31,5844.95,4,Apr,2
ORD01481,2521,2023-04-18 18:22:23.788757,Sports,686.24,5,10,West,Net Banking,0,4,3088.08,828.53,4,Apr,2
ORD01482,1826,2023-04-18 20:07:14.966993,Electronics,3573.77,1,10,North,Debit Card,0,5,3216.39,1256.25,4,Apr,2
ORD01483,1726,2023-04-18 21:52:06.145229,Electronics,544.98,4,0,South,UPI,0,3,2179.92,818.4,4,Apr,2
ORD01484,2500,2023-04-18 23:36:57.323464,Books,1175.33,5,15,South,Debit Card,0,5,4995.15,1745.31,4,Apr,2
ORD01485,3641,2023-04-19 01:21:48.501700,Home & Kitchen,100.0,5,15,South,Net Banking,0,2,425.0,69.81,4,Apr,2
ORD01486,1989,2023-04-19 03:06:39.679935,Home & Kitchen,1106.82,3,5,South,UPI,0,3,3154.44,790.21,4,Apr,2
ORD01487,3419,2023-04-19 04:51:30.858171,Electronics,1519.79,4,25,North,COD,0,5,4559.37,1477.28,4,Apr,2
ORD01488,1934,2023-04-19 06:36:22.036407,Clothing,400.46,4,15,East,UPI,0,3,1361.56,214.33,4,Apr,2
ORD01489,1401,2023-04-19 08:21:13.214642,Books,1297.46,4,15,North,Net Banking,0,5,4411.36,921.77,4,Apr,2
ORD01490,2466,2023-04-19 10:06:04.392878,Electronics,1562.64,2,0,South,Credit Card,0,5,3125.28,1162.22,4,Apr,2
ORD01491,1614,2023-04-19 11:50:55.571114,Sports,1741.78,1,0,East,UPI,0,2,1741.78,317.78,4,Apr,2
ORD01492,2296,2023-04-19 13:35:46.749349,Electronics,2246.87,1,25,West,COD,0,4,1685.15,274.42,4,Apr,2
ORD01493,2182,2023-04-19 15:20:37.927585,Books,559.51,3,20,North,UPI,0,4,1342.82,396.33,4,Apr,2
ORD01494,3667,2023-04-19 17:05:29.105821,Home & Kitchen,1258.22,4,0,West,Credit Card,0,5,5032.88,1945.79,4,Apr,2
ORD01495,3235,2023-04-19 18:50:20.284056,Clothing,5991.4,4,5,South,UPI,0,4,22767.32,8165.64,4,Apr,2
ORD01496,2121,2023-04-19 20:35:11.462292,Home & Kitchen,3426.3,5,15,West,COD,0,4,14561.78,5732.87,4,Apr,2
ORD01497,1130,2023-04-19 22:20:02.640528,Sports,4575.77,2,15,East,Net Banking,0,2,7778.81,2632.2,4,Apr,2
ORD01498,3852,2023-04-20 00:04:53.818763,Electronics,731.97,2,25,East,COD,0,4,1097.96,284.75,4,Apr,2
ORD01499,2194,2023-04-20 01:49:44.996999,Beauty,2319.19,3,0,East,Net Banking,1,3,6957.57,2690.17,4,Apr,2
ORD01500,3983,2023-04-20 03:34:36.175235,Home & Kitchen,1450.97,1,10,North,COD,0,2,1305.87,335.16,4,Apr,2
ORD01501,1182,2023-04-20 05:19:27.353470,Clothing,129.54,4,0,West,Debit Card,0,5,518.16,123.08,4,Apr,2
ORD01502,1363,2023-04-20 07:04:18.531706,Clothing,2605.74,3,5,West,UPI,1,3,7426.36,1946.07,4,Apr,2
ORD01503,1038,2023-04-20 08:49:09.709941,Clothing,1695.62,2,0,West,UPI,0,3,3391.24,1198.78,4,Apr,2
ORD01504,3544,2023-04-20 10:34:00.888177,Home & Kitchen,332.69,2,25,South,Credit Card,0,4,499.04,189.35,4,Apr,2
ORD01505,2372,2023-04-20 12:18:52.066413,Sports,124.65,2,10,North,Debit Card,0,5,224.37,53.72,4,Apr,2
ORD01506,1920,2023-04-20 14:03:43.244648,Sports,2721.21,4,20,North,Credit Card,0,2,8707.87,2312.48,4,Apr,2
ORD01507,3769,2023-04-20 15:48:34.422884,Beauty,123.28,4,0,West,UPI,0,2,493.12,184.71,4,Apr,2
ORD01508,1015,2023-04-20 17:33:25.601120,Sports,143.7,4,0,North,Credit Card,0,2,574.8,92.98,4,Apr,2
ORD01509,1492,2023-04-20 19:18:16.779355,Home & Kitchen,836.37,5,0,West,Net Banking,0,1,4181.85,1446.78,4,Apr,2
ORD01510,2449,2023-04-20 21:03:07.957591,Clothing,217.19,1,5,West,Debit Card,0,4,206.33,54.38,4,Apr,2
ORD01511,2131,2023-04-20 22:47:59.135827,Books,3674.36,2,20,West,COD,0,4,5878.98,1435.23,4,Apr,2
ORD01512,3941,2023-04-21 00:32:50.314062,Electronics,953.12,2,5,East,Net Banking,0,4,1810.93,473.98,4,Apr,2
ORD01513,1310,2023-04-21 02:17:41.492298,Home & Kitchen,1263.0,5,0,South,COD,0,4,6315.0,1608.26,4,Apr,2
ORD01514,1738,2023-04-21 04:02:32.670534,Clothing,3948.85,2,0,North,Credit Card,0,5,7897.7,2678.54,4,Apr,2
ORD01515,1545,2023-04-21 05:47:23.848769,Electronics,1133.37,2,0,South,UPI,0,4,2266.74,865.86,4,Apr,2
ORD01516,3461,2023-04-21 07:32:15.027005,Electronics,654.48,4,20,East,Net Banking,1,5,2094.34,571.47,4,Apr,2
ORD01517,1250,2023-04-21 09:17:06.205241,Clothing,2392.97,4,10,North,Debit Card,0,4,8614.69,3085.64,4,Apr,2
ORD01518,1758,2023-04-21 11:01:57.383476,Home & Kitchen,877.38,1,15,West,COD,0,5,745.77,248.33,4,Apr,2
ORD01519,2804,2023-04-21 12:46:48.561712,Books,575.12,2,15,South,Net Banking,0,4,977.7,227.48,4,Apr,2
ORD01520,2297,2023-04-21 14:31:39.739947,Home & Kitchen,1926.85,3,0,East,UPI,0,4,5780.55,1715.83,4,Apr,2
ORD01521,2631,2023-04-21 16:16:30.918183,Books,2426.25,2,0,North,Debit Card,0,5,4852.5,1536.81,4,Apr,2
ORD01522,2914,2023-04-21 18:01:22.096419,Home & Kitchen,2353.28,2,20,North,Debit Card,0,2,3765.25,586.91,4,Apr,2
ORD01523,1813,2023-04-21 19:46:13.274654,Electronics,5703.03,1,15,South,COD,0,4,4847.58,1206.99,4,Apr,2
ORD01524,1028,2023-04-21 21:31:04.452890,Electronics,2317.35,3,5,South,Net Banking,0,5,6604.45,2629.62,4,Apr,2
ORD01525,1957,2023-04-21 23:15:55.631126,Home & Kitchen,2204.08,2,0,North,Net Banking,0,5,4408.16,1363.51,4,Apr,2
ORD01526,3032,2023-04-22 01:00:46.809361,Books,2922.46,3,0,North,Debit Card,0,4,8767.38,2047.72,4,Apr,2
ORD01527,1476,2023-04-22 02:45:37.987597,Electronics,100.0,4,0,East,Credit Card,0,4,400.0,85.0,4,Apr,2
ORD01528,1317,2023-04-22 04:30:29.165833,Clothing,675.14,4,0,West,Debit Card,0,3,2700.56,546.51,4,Apr,2
ORD01529,1244,2023-04-22 06:15:20.344068,Electronics,2006.85,3,0,West,UPI,0,5,6020.55,1507.61,4,Apr,2
ORD01530,1747,2023-04-22 08:00:11.522304,Books,1373.38,2,10,East,Net Banking,0,4,2472.08,490.25,4,Apr,2
ORD01531,1696,2023-04-22 09:45:02.700540,Clothing,293.24,3,0,North,COD,0,5,879.72,161.69,4,Apr,2
ORD01532,1271,2023-04-22 11:29:53.878775,Home & Kitchen,543.03,3,0,South,Net Banking,0,1,1629.09,392.64,4,Apr,2
ORD01533,2771,2023-04-22 13:14:45.057011,Sports,616.0,4,25,South,Debit Card,1,3,1848.0,557.63,4,Apr,2
ORD01534,2262,2023-04-22 14:59:36.235247,Clothing,1258.4,3,10,North,UPI,0,4,3397.68,634.01,4,Apr,2
ORD01535,3424,2023-04-22 16:44:27.413482,Beauty,2672.1,5,25,East,Credit Card,0,4,10020.38,1614.14,4,Apr,2
ORD01536,1265,2023-04-22 18:29:18.591718,Books,4043.26,5,5,North,Net Banking,0,4,19205.48,3047.11,4,Apr,2
ORD01537,3973,2023-04-22 20:14:09.769953,Home & Kitchen,2080.0,4,15,South,Debit Card,0,1,7072.0,1533.54,4,Apr,2
ORD01538,1920,2023-04-22 21:59:00.948189,Home & Kitchen,2776.79,2,0,North,Debit Card,0,3,5553.58,1097.02,4,Apr,2
ORD01539,1339,2023-04-22 23:43:52.126425,Home & Kitchen,952.59,2,15,North,Debit Card,1,3,1619.4,461.23,4,Apr,2
ORD01540,1388,2023-04-23 01:28:43.304660,Books,740.89,4,0,East,UPI,0,3,2963.56,782.17,4,Apr,2
ORD01541,3624,2023-04-23 03:13:34.482896,Clothing,748.12,2,0,West,Debit Card,0,3,1496.24,345.92,4,Apr,2
ORD01542,3050,2023-04-23 04:58:25.661132,Electronics,1435.82,1,25,South,Debit Card,0,5,1076.86,385.93,4,Apr,2
ORD01543,2165,2023-04-23 06:43:16.839367,Electronics,198.99,5,10,South,Debit Card,0,4,895.46,247.36,4,Apr,2
ORD01544,1375,2023-04-23 08:28:08.017603,Clothing,1299.45,1,25,North,Net Banking,0,4,974.59,168.49,4,Apr,2
ORD01545,3033,2023-04-23 10:12:59.195839,Clothing,1641.03,1,5,South,Debit Card,0,5,1558.98,349.12,4,Apr,2
ORD01546,3371,2023-04-23 11:57:50.374074,Clothing,866.81,1,5,South,UPI,1,4,823.47,323.9,4,Apr,2
ORD01547,1145,2023-04-23 13:42:41.552310,Electronics,4591.76,4,10,West,Net Banking,0,5,16530.34,6516.99,4,Apr,2
ORD01548,2981,2023-04-23 15:27:32.730546,Home & Kitchen,1405.56,1,15,South,Debit Card,1,3,1194.73,255.28,4,Apr,2
ORD01549,1292,2023-04-23 17:12:23.908781,Sports,372.69,3,10,South,Credit Card,0,4,1006.26,193.01,4,Apr,2
ORD01550,1431,2023-04-23 18:57:15.087017,Beauty,978.63,2,25,East,UPI,1,4,1467.94,402.1,4,Apr,2
ORD01551,1704,2023-04-23 20:42:06.265253,Books,1687.76,4,0,East,Credit Card,0,4,6751.04,1825.25,4,Apr,2
ORD01552,3996,2023-04-23 22:26:57.443488,Home & Kitchen,586.52,3,15,East,UPI,0,4,1495.63,377.7,4,Apr,2
ORD01553,2998,2023-04-24 00:11:48.621724,Sports,124.49,3,5,East,Credit Card,0,3,354.8,100.17,4,Apr,2
ORD01554,3632,2023-04-24 01:56:39.799959,Clothing,1313.57,5,0,East,Debit Card,0,5,6567.85,1366.43,4,Apr,2
ORD01555,1398,2023-04-24 03:41:30.978195,Clothing,4431.03,5,10,West,Credit Card,0,4,19939.63,3563.86,4,Apr,2
ORD01556,3864,2023-04-24 05:26:22.156431,Beauty,995.59,3,10,South,Credit Card,0,1,2688.09,786.58,4,Apr,2
ORD01557,1963,2023-04-24 07:11:13.334666,Books,3548.43,5,0,North,UPI,0,4,17742.15,6797.9,4,Apr,2
ORD01558,3234,2023-04-24 08:56:04.512902,Books,2702.93,2,0,West,Debit Card,0,5,5405.86,997.04,4,Apr,2
ORD01559,3041,2023-04-24 10:40:55.691138,Electronics,239.22,2,10,North,UPI,0,3,430.6,140.46,4,Apr,2
ORD01560,2828,2023-04-24 12:25:46.869373,Electronics,1847.38,5,10,East,Debit Card,0,1,8313.21,2157.06,4,Apr,2
ORD01561,3108,2023-04-24 14:10:38.047609,Sports,857.63,1,5,South,COD,0,5,814.75,182.09,4,Apr,2
ORD01562,1938,2023-04-24 15:55:29.225845,Home & Kitchen,432.02,3,0,East,Net Banking,0,5,1296.06,470.83,4,Apr,2
ORD01563,1709,2023-04-24 17:40:20.404080,Clothing,1742.03,2,0,West,Net Banking,0,2,3484.06,920.22,4,Apr,2
ORD01564,1806,2023-04-24 19:25:11.582316,Electronics,2036.04,5,30,North,UPI,0,5,7126.14,2108.11,4,Apr,2
ORD01565,2463,2023-04-24 21:10:02.760552,Home & Kitchen,297.49,5,25,South,Debit Card,1,4,1115.59,290.91,4,Apr,2
ORD01566,2325,2023-04-24 22:54:53.938787,Home & Kitchen,3687.89,2,10,West,Credit Card,0,5,6638.2,1130.57,4,Apr,2
ORD01567,1010,2023-04-25 00:39:45.117023,Electronics,2086.34,2,30,West,Net Banking,0,4,2920.88,872.54,4,Apr,2
ORD01568,2085,2023-04-25 02:24:36.295259,Sports,4063.02,1,15,South,UPI,0,5,3453.57,879.66,4,Apr,2
ORD01569,2868,2023-04-25 04:09:27.473494,Electronics,572.05,5,0,South,UPI,0,5,2860.25,491.07,4,Apr,2
ORD01570,3273,2023-04-25 05:54:18.651730,Clothing,4203.58,5,0,West,UPI,0,1,21017.9,6283.36,4,Apr,2
ORD01571,3611,2023-04-25 07:39:09.829965,Home & Kitchen,689.53,4,25,North,Debit Card,0,2,2068.59,315.39,4,Apr,2
ORD01572,1771,2023-04-25 09:24:01.008201,Clothing,100.0,1,15,North,UPI,0,4,85.0,17.18,4,Apr,2
ORD01573,2594,2023-04-25 11:08:52.186437,Sports,2159.35,2,20,West,COD,0,2,3454.96,1192.89,4,Apr,2
ORD01574,2607,2023-04-25 12:53:43.364672,Home & Kitchen,1823.6,2,25,West,Credit Card,0,4,2735.4,436.25,4,Apr,2
ORD01575,2333,2023-04-25 14:38:34.542908,Sports,1366.62,3,10,East,UPI,0,5,3689.87,1150.02,4,Apr,2
ORD01576,1884,2023-04-25 16:23:25.721144,Electronics,1009.7,2,0,East,Debit Card,0,3,2019.4,782.37,4,Apr,2
ORD01577,2389,2023-04-25 18:08:16.899379,Electronics,100.0,5,0,North,Credit Card,0,4,500.0,96.4,4,Apr,2
ORD01578,1225,2023-04-25 19:53:08.077615,Clothing,1469.63,2,0,East,Credit Card,0,4,2939.26,747.39,4,Apr,2
ORD01579,1824,2023-04-25 21:37:59.255851,Books,808.93,5,0,North,Net Banking,0,4,4044.65,1188.62,4,Apr,2
ORD01580,3265,2023-04-25 23:22:50.434086,Home & Kitchen,1232.18,5,10,South,UPI,1,3,5544.81,1456.09,4,Apr,2
ORD01581,1936,2023-04-26 01:07:41.612322,Sports,841.39,1,0,East,UPI,0,3,841.39,256.7,4,Apr,2
ORD01582,3800,2023-04-26 02:52:32.790558,Home & Kitchen,5074.57,2,0,North,Debit Card,1,5,10149.14,2547.68,4,Apr,2
ORD01583,3553,2023-04-26 04:37:23.968793,Beauty,1389.92,1,10,North,COD,1,5,1250.93,234.08,4,Apr,2
ORD01584,3306,2023-04-26 06:22:15.147029,Home & Kitchen,2074.87,5,5,West,COD,0,5,9855.63,1697.74,4,Apr,2
ORD01585,2911,2023-04-26 08:07:06.325265,Clothing,4131.46,2,10,North,Net Banking,0,5,7436.63,2499.53,4,Apr,2
ORD01586,2796,2023-04-26 09:51:57.503500,Clothing,1343.26,2,10,East,COD,0,4,2417.87,506.92,4,Apr,2
ORD01587,1053,2023-04-26 11:36:48.681736,Home & Kitchen,100.0,1,15,West,Debit Card,0,5,85.0,30.76,4,Apr,2
ORD01588,1726,2023-04-26 13:21:39.859971,Electronics,100.0,1,25,West,Net Banking,0,4,75.0,25.18,4,Apr,2
ORD01589,3736,2023-04-26 15:06:31.038207,Electronics,1817.7,5,0,East,UPI,0,2,9088.5,1475.64,4,Apr,2
ORD01590,2544,2023-04-26 16:51:22.216443,Books,490.85,5,0,South,COD,0,4,2454.25,491.59,4,Apr,2
ORD01591,2043,2023-04-26 18:36:13.394678,Sports,1299.04,2,25,East,Debit Card,0,3,1948.56,434.53,4,Apr,2
ORD01592,2913,2023-04-26 20:21:04.572914,Electronics,338.99,2,10,East,Debit Card,0,4,610.18,182.21,4,Apr,2
ORD01593,2776,2023-04-26 22:05:55.751150,Sports,472.58,4,20,West,UPI,0,3,1512.26,533.01,4,Apr,2
ORD01594,2596,2023-04-26 23:50:46.929385,Sports,1053.71,4,0,East,Debit Card,0,4,4214.84,695.8,4,Apr,2
ORD01595,2914,2023-04-27 01:35:38.107621,Books,5567.88,3,20,South,Net Banking,0,4,13362.91,2838.31,4,Apr,2
ORD01596,3466,2023-04-27 03:20:29.285857,Electronics,1436.73,5,25,South,Net Banking,0,5,5387.74,1314.89,4,Apr,2
ORD01597,3737,2023-04-27 05:05:20.464092,Electronics,4126.78,3,15,South,Credit Card,0,4,10523.29,2060.93,4,Apr,2
ORD01598,1849,2023-04-27 06:50:11.642328,Home & Kitchen,4805.24,3,0,West,UPI,0,5,14415.72,4127.55,4,Apr,2
ORD01599,3109,2023-04-27 08:35:02.820564,Home & Kitchen,350.0,1,25,East,Debit Card,0,2,262.5,70.74,4,Apr,2
ORD01600,3263,2023-04-27 10:19:53.998799,Sports,559.19,1,20,North,COD,1,4,447.35,102.5,4,Apr,2
ORD01601,1002,2023-04-27 12:04:45.177035,Home & Kitchen,2204.46,4,20,East,Net Banking,0,4,7054.27,1969.71,4,Apr,2
ORD01602,1159,2023-04-27 13:49:36.355271,Electronics,3023.45,3,0,South,UPI,0,5,9070.35,2167.41,4,Apr,2
ORD01603,1780,2023-04-27 15:34:27.533506,Electronics,1098.54,4,20,East,UPI,0,4,3515.33,828.91,4,Apr,2
ORD01604,1892,2023-04-27 17:19:18.711742,Home & Kitchen,7492.01,5,0,West,Net Banking,0,4,37460.05,8104.44,4,Apr,2
ORD01605,3030,2023-04-27 19:04:09.889977,Electronics,100.0,2,0,East,Credit Card,0,3,200.0,57.02,4,Apr,2
ORD01606,3376,2023-04-27 20:49:01.068213,Clothing,534.14,1,10,West,UPI,0,3,480.73,125.48,4,Apr,2
ORD01607,1579,2023-04-27 22:33:52.246449,Books,1463.91,5,0,North,Debit Card,0,4,7319.55,1457.18,4,Apr,2
ORD01608,2933,2023-04-28 00:18:43.424684,Electronics,950.31,5,15,North,COD,0,5,4038.82,618.92,4,Apr,2
ORD01609,2380,2023-04-28 02:03:34.602920,Electronics,185.97,1,15,West,COD,1,3,158.07,29.67,4,Apr,2
ORD01610,2290,2023-04-28 03:48:25.781156,Clothing,687.79,1,0,East,Net Banking,0,3,687.79,110.53,4,Apr,2
ORD01611,2640,2023-04-28 05:33:16.959391,Clothing,100.0,3,15,South,UPI,0,3,255.0,65.76,4,Apr,2
